WellName,TotalProdMonths,OIL_BBL
MCMURRY-CRIM 70 107HB,9,3062.681588764537
MCMURRY-CRIM 70 107HB,10,7085.328066710555
MCMURRY-CRIM 70 107HB,11,8578.176870748297
MCMURRY-CRIM 70 107HB,12,8043.2916392363395
MCMURRY-CRIM 70 107HB,13,6780.371882086167
MCMURRY-CRIM 70 107HB,14,6619.688391485625
MCMURRY-CRIM 70 107HB,15,4814.500768049154
MCMURRY-CRIM 70 107HB,17,1971.2969058591175
MCMURRY-CRIM 70 107HB,18,3865.832199546485
MCMURRY-CRIM 70 107HB,19,4141.391266183893
MCMURRY-CRIM 70 107HB,20,4587.573696145124
MCMURRY-CRIM 70 107HB,21,6562.317314022383
MCMURRY-CRIM 70 107HB,22,6781.795040596884
MCMURRY-CRIM 70 107HB,23,6843.102040816325
MCMURRY-CRIM 70 107HB,24,6406.2146148782085
MCMURRY-CRIM 70 107HB,25,5165.931972789114
MCMURRY-CRIM 70 107HB,26,4705.762563089751
MCMURRY-CRIM 70 107HB,27,4774.474434935264
MCMURRY-CRIM 70 107HB,28,4824.208304011258
MCMURRY-CRIM 70 107HB,29,4500.961158657011
MCMURRY-CRIM 70 107HB,30,3928.5623582766434
MCMURRY-CRIM 70 107HB,31,3592.363396971692
MCMURRY-CRIM 70 107HB,32,3493.587301587301
MCMURRY-CRIM 70 107HB,33,3074.6894886987047
MCMURRY-CRIM 70 107HB,34,2987.965766951941
MCMURRY-CRIM 70 107HB,35,2840.0907029478453
MCMURRY-CRIM 70 107HB,36,2356.2168093043665
MCMURRY-CRIM 70 107HB,37,2762.884353741496
MCMURRY-CRIM 70 107HB,38,1874.5666008338817
MCMURRY-CRIM 70 107HB,39,2272.8286153170943
MCMURRY-CRIM 70 107HB,40,2006.7249757045672
MCMURRY-CRIM 70 107HB,41,2874.557823129251
MCMURRY-CRIM 70 107HB,42,2430.621315192743
MCMURRY-CRIM 70 107HB,43,2605.7142857142853
MCMURRY-CRIM 70 107HB,44,2148.680272108843
MCMURRY-CRIM 70 107HB,45,2018.6614000438883
MCMURRY-CRIM 70 107HB,46,1895.9139784946235
MCMURRY-CRIM 70 107HB,47,1890.176870748299
MCMURRY-CRIM 70 107HB,48,1806.5218345402675
MCMURRY-CRIM 70 107HB,49,1624.7800453514735
MCMURRY-CRIM 70 107HB,50,1713.1270572745227
MCMURRY-CRIM 70 107HB,51,1615.0625411454905
MCMURRY-CRIM 70 107HB,52,1828.726919339164
MCMURRY-CRIM 70 107HB,53,1819.196840026333
MCMURRY-CRIM 70 107HB,54,1540.6802721088432
MCMURRY-CRIM 70 107HB,55,324.88040377441297
MCMURRY-CRIM 70 107HB,56,228.172335600907
MCMURRY-CRIM 70 107HB,57,696.4581961816984
MCMURRY-CRIM 70 107HB,58,964.6346280447664
MCMURRY-CRIM 70 107HB,59,1293.206349206349
MCMURRY-CRIM 70 107HB,60,1350.8887425938117
LENORAH 1-24 0603BH,1,12069.808443276725
LENORAH 1-24 0603BH,2,5997.062609016975
LENORAH 1-24 0603BH,3,6069.923863147821
LENORAH 1-24 0603BH,4,8424.161763186159
LENORAH 1-24 0603BH,5,5772.97996958224
LENORAH 1-24 0603BH,6,6069.413868368558
LENORAH 1-24 0603BH,7,5359.816199074522
LENORAH 1-24 0603BH,8,3993.1231230290814
LENORAH 1-24 0603BH,9,3622.322918852225
LENORAH 1-24 0603BH,10,3088.399184545189
LENORAH 1-24 0603BH,11,2239.0810788805343
LENORAH 1-24 0603BH,12,1835.1357473384455
LENORAH 1-24 0603BH,13,2587.985507200992
LENORAH 1-24 0603BH,14,2260.024864482308
LENORAH 1-24 0603BH,15,1857.2016777748397
LENORAH 1-24 0603BH,16,2183.389648984909
LENORAH 1-24 0603BH,17,2326.0136556321386
LENORAH 1-24 0603BH,18,1748.8060977481043
LENORAH 1-24 0603BH,19,1846.940426495809
